2002,1,0.309
2002,2,2.31
2002,3,5.84
2002,4,18.119
2002,5,12.441
2002,6,23.326
2002,7,26.474
2002,8,30.916
2002,9,34.012
2002,10,28.661
2002,11,5.742
2002,12,2.769
2003,1,1.558
2003,2,2.224
2003,3,9.868
2003,4,15.302
2003,5,20.481
2003,6,19.458
2003,7,46.788
2003,8,30.172
2003,9,23.599
2003,10,7.525
2003,11,16.295
2003,12,7.168
2004,1,6.054
2004,2,6.146
2004,3,15.25
2004,4,19.134
2004,5,34.1
2004,6,21.523
2004,7,25.744
2004,8,31.064
2004,9,20.639
2004,10,43.187
2004,11,3.976
2004,12,11.43
2005,1,6.268
2005,2,6.39
2005,3,3.847
2005,4,7.289
2005,5,21.23
2005,6,44.292
2005,7,12.73
2005,8,17.652
2005,9,36.112
2005,10,31.189
2005,11,15.731
2005,12,6.012
2006,1,7.814
2006,2,4.554
2006,3,6.785
2006,4,5.777
2006,5,25.004
2006,6,10.328
2006,7,34.991
2006,8,14.885
2006,9,24.871
2006,10,15.435
2006,11,6.974
2006,12,9.57
2007,1,7.413
2007,2,2.974
2007,3,8.482
2007,4,15.77
2007,5,11.988
2007,6,34.487
2007,7,24.008
2007,8,16.071
2007,9,59.188
2007,10,66.557
2007,11,33.114
2007,12,28.232
2008,1,19.643
2008,2,5.767
2008,3,11.487
2008,4,46.438
2008,5,36.028
2008,6,45.007
2008,7,41.707
2008,8,21.85
2008,9,43.597
2008,10,25.287
2008,11,33.682
2008,12,32.292
2009,1,13.487
2009,2,15.435
2009,3,23.487
2009,4,34.865
2009,5,36.413
2009,6,38.001
2009,7,29.728
2009,8,61.184
2009,9,13.65
2009,10,53.173
2009,11,17.887
2009,12,31.586
2010,1,12.546
2010,2,5.332
2010,3,3.311
2010,4,15.583
2010,5,28.222
2010,6,59.788
2010,7,41.666
2010,8,43.35
2010,9,60.351
2010,10,24.726
2010,11,32.713
2010,12,20.787
2011,1,15.678
2011,2,3.469
2011,3,10.504
2011,4,35.988
2011,5,55.171
2011,6,58.576
2011,7,56.031
2011,8,31.431
2011,9,48.766
2011,10,32.176
2011,11,30.015
2011,12,36.086
2012,1,27.819
2012,2,16.833
2012,3,40.665
2012,4,33.146
2012,5,55.848
2012,6,68.989
2012,7,61.639
2012,8,39.969
2012,9,47.702
2012,10,79.987
2012,11,32.833
2012,12,22.709
2013,1,35.146
2013,2,25.81
2013,3,37.812
2013,4,102.779
2013,5,105.445
2013,6,84.924
2013,7,116.366
2013,8,64.478
2013,9,62.471
2013,10,77.689
2013,11,58.517
2013,12,39.662
2014,1,38.031
2014,2,36.703
2014,3,38.904
2014,4,122.717
2014,5,98.399
2014,6,108.914
2014,7,72.709
2014,8,61.261
2014,9,77.212
2014,10,97.602
2014,11,60.437
2014,12,49.122
2015,1,24.371
2015,2,13.969
2015,3,21.027
2015,4,42.791
2015,5,86.436
2015,6,80.895
2015,7,56.857
2015,8,61.171
2015,9,67.145
2015,10,58.31
2015,11,77.48
2015,12,85.899
2016,1,40.922
2016,2,46.853
2016,3,53.527
2016,4,43.854
2016,5,58.49
2016,6,113.454
2016,7,82.01
2016,8,84.797
2016,9,113.418
2016,10,74.809
2016,11,50.043
2016,12,78.435
2017,1,54.458
2017,2,67.871
2017,3,5.608
2017,4,0
2017,5,0
2017,6,0
2017,7,0
2017,8,0
2017,9,0
2017,10,0
2017,11,0
2017,12,0
